"",".","confidence","matchType","synonym","usageKey","scientificName","rank","status","kingdom","phylum","order","family","genus","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","class","acceptedUsageKey","species","speciesKey"
"438","Prosopis laevigata",98,"EXACT",FALSE,5358498,"Prosopis laevigata (Humb. & Bonpl. ex Willd.) M.C.Johnst.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Prosopis",6,7707728,220,1370,5386,2970763,"Magnoliopsida",NA,"Prosopis laevigata",5358498
"439","Eumeces skiltonianus",98,"EXACT",TRUE,4287454,"Eumeces skiltonianus (Baird & Girard, 1852)","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Scincidae","Plestiodon",1,44,358,715,9115,2462133,"Reptilia",5960558,"Plestiodon skiltonianus",5960558
"440","Condalia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"441","Lepus americanus",98,"EXACT",FALSE,2436794,"Lepus americanus Erxleben, 1777","SPECIES","ACCEPTED","Animalia","Chordata","Lagomorpha","Leporidae","Lepus",1,44,359,785,9379,2436691,"Mammalia",NA,"Lepus americanus",2436794
"442","Sapindus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"443","Annona muricata",97,"EXACT",FALSE,5407273,"Annona muricata L.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Magnoliales","Annonaceae","Annona",6,7707728,220,718,9291,3155252,"Magnoliopsida",NA,"Annona muricata",5407273
"444","Chemidophorus tigris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"445","Cnemidophorus sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"446","Diadophis/Tantilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"447","Neotoma micropus",98,"EXACT",FALSE,2438439,"Neotoma micropus Baird, 1855","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,"Neotoma micropus",2438439
"448","Baiomys musculus",98,"EXACT",FALSE,2438865,"Baiomys musculus (Merriam, 1892)","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Baiomys",1,44,359,1459,3240723,2438864,"Mammalia",NA,"Baiomys musculus",2438865
"449","Passer",92,"EXACT",FALSE,2492321,"Passer Brisson, 1760","GENUS","ACCEPTED","Animalia","Chordata","Passeriformes","Passeridae","Passer",1,44,212,729,5264,2492321,"Aves",NA,NA,NA
"450","Araneae",94,"EXACT",FALSE,1496,"Araneae","ORDER","ACCEPTED","Animalia","Arthropoda","Araneae",NA,NA,1,54,367,1496,NA,NA,"Arachnida",NA,NA,NA
"451","Araneae",94,"EXACT",FALSE,1496,"Araneae","ORDER","ACCEPTED","Animalia","Arthropoda","Araneae",NA,NA,1,54,367,1496,NA,NA,"Arachnida",NA,NA,NA
"452","Araneae O. Aranas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"453","Aranae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"454","Commenlinaceae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"455","Phrynosoma coronatum",98,"EXACT",FALSE,5222429,"Phrynosoma coronatum (Blainville, 1835)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Phrynosoma",1,44,358,715,5016,2451046,"Reptilia",NA,"Phrynosoma coronatum",5222429
"456","Sceloporus aeneus",98,"EXACT",FALSE,2451214,"Sceloporus aeneus Wiegmann, 1828","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Sceloporus",1,44,358,715,5016,2451143,"Reptilia",NA,"Sceloporus aeneus",2451214
"457","Storeria storerioides",98,"EXACT",FALSE,2457046,"Storeria storerioides (Cope, 1866)","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Colubridae","Storeria",1,44,358,715,6172,9213370,"Reptilia",NA,"Storeria storerioides",2457046
"458","Chaetodipus spinatus",98,"EXACT",FALSE,2439586,"Chaetodipus spinatus (Merriam, 1889)","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Heteromyidae","Chaetodipus",1,44,359,1459,5504,2439576,"Mammalia",NA,"Chaetodipus spinatus",2439586
"459","Spirobolida",94,"EXACT",FALSE,1466,"Spirobolida","ORDER","ACCEPTED","Animalia","Arthropoda","Spirobolida",NA,NA,1,54,361,1466,NA,NA,"Diplopoda",NA,NA,NA
"460","Actitis maculuria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"461","Scuirdiae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"462","Sinodendron",92,"EXACT",FALSE,9222872,"Sinodendron Hellwig, 1792","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Lucanidae","Sinodendron",1,54,216,1470,3263244,9222872,"Insecta",NA,NA,NA
"463","strawberry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"464","Bourrera sonorae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"465","Bourreria sonorae",98,"EXACT",FALSE,4062612,"Bourreria sonorae S.Watson","SPECIES","ACCEPTED","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Bourreria",6,7707728,220,7226464,4923856,2926097,"Magnoliopsida",NA,"Bourreria sonorae",4062612
"466","Bourreria sonorae",84,"FUZZY",FALSE,4062612,"Bourreria sonorae S.Watson","SPECIES","ACCEPTED","Plantae","Tracheophyta","Boraginales","Ehretiaceae","Bourreria",6,7707728,220,7226464,4923856,2926097,"Magnoliopsida",NA,"Bourreria sonorae",4062612
"467","Compositae",94,"EXACT",TRUE,6070956,"Compositae","FAMILY","SYNONYM","Plantae","Tracheophyta","Asterales","Asteraceae",NA,6,7707728,220,414,3065,NA,"Magnoliopsida",3065,NA,NA
"468","F. Compositae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"469","Forestiera macrocarpa",98,"EXACT",FALSE,3683267,"Forestiera macrocarpa Brandegee","SPECIES","ACCEPTED","Plantae","Tracheophyta","Lamiales","Oleaceae","Forestiera",6,7707728,220,408,6652,3172377,"Magnoliopsida",NA,"Forestiera macrocarpa",3683267
"470","Aranea Therophosidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"471","Theraphosidae",94,"EXACT",FALSE,5650,"Theraphosidae","FAMILY","ACCEPTED","Animalia","Arthropoda","Araneae","Theraphosidae",NA,1,54,367,1496,5650,NA,"Arachnida",NA,NA,NA
"472","Melochia tomentosa",98,"EXACT",FALSE,6686267,"Melochia tomentosa L.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Malvales","Malvaceae","Melochia",6,7707728,220,941,6685,3152114,"Magnoliopsida",NA,"Melochia tomentosa",6686267
"473","Polyphylla decemlineata",98,"EXACT",FALSE,1057422,"Polyphylla decemlineata (Say, 1824)","SPECIES","ACCEPTED","Animalia","Arthropoda","Coleoptera","Melolonthidae","Polyphylla",1,54,216,1470,5593,1057359,"Insecta",NA,"Polyphylla decemlineata",1057422
"474","Zootermopsis",94,"EXACT",FALSE,2007388,"Zootermopsis Emerson, 1933","GENUS","ACCEPTED","Animalia","Arthropoda","Blattodea","Archotermopsidae","Zootermopsis",1,54,216,800,8687694,2007388,"Insecta",NA,NA,NA
"475","Mexican persimmons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"476","Diospyros texana",98,"EXACT",FALSE,3032981,"Diospyros texana Scheele","SPECIES","ACCEPTED","Plantae","Tracheophyta","Ericales","Ebenaceae","Diospyros",6,7707728,220,1353,6709,3030169,"Magnoliopsida",NA,"Diospyros texana",3032981
"477","Turdidae",94,"EXACT",FALSE,5290,"Turdidae","FAMILY","ACCEPTED","Animalia","Chordata","Passeriformes","Turdidae",NA,1,44,212,729,5290,NA,"Aves",NA,NA,NA
"478","Euphorbia serpyllifolia",97,"EXACT",FALSE,7528220,"Euphorbia serpyllifolia Bojer, 1837","SPECIES","ACCEPTED","Plantae","Tracheophyta","Malpighiales","Euphorbiaceae","Euphorbia",6,7707728,220,1414,4691,3063749,"Magnoliopsida",NA,"Euphorbia serpyllifolia",7528220
"479","F. Ixodidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"480","Omus",94,"EXACT",FALSE,1037149,"Omus Eschscholtz, 1829","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Carabidae","Omus",1,54,216,1470,3792,1037149,"Insecta",NA,NA,NA
"481","Emberizidae",94,"EXACT",FALSE,9608,"Emberizidae","FAMILY","ACCEPTED","Animalia","Chordata","Passeriformes","Emberizidae",NA,1,44,212,729,9608,NA,"Aves",NA,NA,NA
"482","Tamias townsendii",98,"EXACT",FALSE,2437449,"Tamias townsendii Bachman, 1839","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae","Tamias",1,44,359,1459,9456,2437422,"Mammalia",NA,"Tamias townsendii",2437449
"483","Hemiptera",94,"EXACT",FALSE,809,"Hemiptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hemiptera",NA,NA,1,54,216,809,NA,NA,"Insecta",NA,NA,NA
"484","Hemiptera",94,"EXACT",FALSE,809,"Hemiptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hemiptera",NA,NA,1,54,216,809,NA,NA,"Insecta",NA,NA,NA
"485","Hemiptera",94,"EXACT",FALSE,809,"Hemiptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hemiptera",NA,NA,1,54,216,809,NA,NA,"Insecta",NA,NA,NA
"486","Cathartes aura",98,"EXACT",FALSE,2481930,"Cathartes aura (Linnaeus, 1758)","SPECIES","ACCEPTED","Animalia","Chordata","Accipitriformes","Cathartidae","Cathartes",1,44,212,7191147,3242141,2481927,"Aves",NA,"Cathartes aura",2481930
"487","Uta stansburiana",98,"EXACT",FALSE,2451029,"Uta stansburiana Baird & Girard, 1852","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Uta",1,44,358,715,5016,2451479,"Reptilia",NA,"Uta stansburiana",2451029
"488","Uta stansburiana",94,"FUZZY",FALSE,2451029,"Uta stansburiana Baird & Girard, 1852","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Uta",1,44,358,715,5016,2451479,"Reptilia",NA,"Uta stansburiana",2451029
"489","Uinta Chipmunk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","Plantae",94,"EXACT",FALSE,6,"Plantae","KINGDOM","ACCEPTED","Plantae",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","Juniperus osteosperma",98,"EXACT",FALSE,2684818,"Juniperus osteosperma (Torr.) Little","SPECIES","ACCEPTED","Plantae","Tracheophyta","Pinales","Cupressaceae","Juniperus",6,7707728,194,640,8144,2684359,"Pinopsida",NA,"Juniperus osteosperma",2684818
"492","Phyllodactylus nocticolus",97,"EXACT",FALSE,5959828,"Phyllodactylus nocticolus Dixon, 1964","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phyllodactylidae","Phyllodactylus",1,44,358,715,5789853,2446566,"Reptilia",NA,"Phyllodactylus nocticolus",5959828
"493","Urosaurus microscutatus",98,"EXACT",TRUE,2451535,"Urosaurus microscutatus (Van Denburgh, 1894)","SPECIES","SYNONYM","Animalia","Chordata","Squamata","Phrynosomatidae","Urosaurus",1,44,358,715,5016,2451481,"Reptilia",2451532,"Urosaurus nigricauda",2451532
"494","Prosopis articulata",98,"EXACT",FALSE,5358550,"Prosopis articulata S.Watson","SPECIES","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Prosopis",6,7707728,220,1370,5386,2970763,"Magnoliopsida",NA,"Prosopis articulata",5358550
"495","Unknown vertebrate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"496","Vicia",94,"EXACT",FALSE,2974751,"Vicia L.","GENUS","ACCEPTED","Plantae","Tracheophyta","Fabales","Fabaceae","Vicia",6,7707728,220,1370,5386,2974751,"Magnoliopsida",NA,NA,NA
"497","Didelphis virginiana",98,"EXACT",FALSE,2439923,"Didelphis virginiana Kerr, 1792","SPECIES","ACCEPTED","Animalia","Chordata","Didelphimorphia","Didelphidae","Didelphis",1,44,359,783,5455,7932087,"Mammalia",NA,"Didelphis virginiana",2439923
"498","Dendroica sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"499","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"500","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"501","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"502","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"503","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"504","Hymenoptera",94,"EXACT",FALSE,1457,"Hymenoptera","ORDER","ACCEPTED","Animalia","Arthropoda","Hymenoptera",NA,NA,1,54,216,1457,NA,NA,"Insecta",NA,NA,NA
"505","wasp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"506","Justicia furcata",97,"EXACT",FALSE,7264274,"Justicia furcata (Nees) Jacq.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Lamiales","Acanthaceae","Justicia",6,7707728,220,408,2393,2904597,"Magnoliopsida",NA,"Justicia furcata",7264274
"507","Lepesoma",92,"EXACT",FALSE,3261042,"Lepesoma Motschulsky, 1845","GENUS","ACCEPTED","Animalia","Arthropoda","Coleoptera","Curculionidae","Lepesoma",1,54,216,1470,4239,3261042,"Insecta",NA,NA,NA
"508","Coleoptera Curculionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"509","Coleoptera Fam. Curculionidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"510","Chylomeniscus cinctus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"511","Cnemidophorus spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"512","Ixodes pacificus",97,"EXACT",FALSE,5174242,"Ixodes pacificus Cooley & Kohls, 1943","SPECIES","ACCEPTED","Animalia","Arthropoda","Ixodida","Ixodidae","Ixodes",1,54,367,1425,9167,8326529,"Arachnida",NA,"Ixodes pacificus",5174242
"513","Leptoglossus Occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"514","Sciurus griseus",98,"EXACT",FALSE,5219672,"Sciurus griseus Ord, 1818","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Sciuridae","Sciurus",1,44,359,1459,9456,2437489,"Mammalia",NA,"Sciurus griseus",5219672
"515","western gray squirrel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"516","Reithrodontomys megalotis",98,"EXACT",FALSE,2437874,"Reithrodontomys megalotis (Baird, 1857)","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Reithrodontomys",1,44,359,1459,3240723,2437854,"Mammalia",NA,"Reithrodontomys megalotis",2437874
"517","harvest mice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"518","Reithrodont megalotis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"519","Clethrionomys californicus",98,"EXACT",TRUE,2439141,"Clethrionomys californicus (Merriam, 1890)","SPECIES","SYNONYM","Animalia","Chordata","Rodentia","Cricetidae","Myodes",1,44,359,1459,3240723,2438724,"Mammalia",5706763,"Myodes californicus",5706763
"520","Usosaurus nigricaudus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"521","Amblypygi",94,"EXACT",FALSE,1160,"Amblypygi","ORDER","ACCEPTED","Animalia","Arthropoda","Amblypygi",NA,NA,1,54,367,1160,NA,NA,"Arachnida",NA,NA,NA
"522","Chilomeniscus punctatissmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"523","Aspidocelis spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"524","Squamata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"525","Passiflora subpeltata",98,"EXACT",FALSE,2874219,"Passiflora subpeltata Ortega","SPECIES","ACCEPTED","Plantae","Tracheophyta","Malpighiales","Passifloraceae","Passiflora",6,7707728,220,1414,2378,2874172,"Magnoliopsida",NA,"Passiflora subpeltata",2874219
"526","Peromyscus pectoralis",98,"EXACT",FALSE,2438024,"Peromyscus pectoralis Osgood, 1904","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Peromyscus",1,44,359,1459,3240723,2437961,"Mammalia",NA,"Peromyscus pectoralis",2438024
"527","white footed mouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"528","white-footed mice",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"529","white-footed mouse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"530","Ammospermophilus cf. leucurus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"531","white-throated sparrow",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"532","Neotoma albigula",98,"EXACT",FALSE,2438454,"Neotoma albigula Hartley, 1894","SPECIES","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,"Neotoma albigula",2438454
"533","Catoptrophorus semipalmatus",98,"EXACT",TRUE,2481802,"Catoptrophorus semipalmatus (Gmelin, 1789)","SPECIES","SYNONYM","Animalia","Chordata","Charadriiformes","Scolopacidae","Tringa",1,44,212,7192402,5282,2481709,"Aves",5789298,"Tringa semipalmata",5789298
"534","Heterosperma pinnatum",98,"EXACT",FALSE,3114386,"Heterosperma pinnatum Cav.","SPECIES","ACCEPTED","Plantae","Tracheophyta","Asterales","Asteraceae","Heterosperma",6,7707728,220,414,3065,3114380,"Magnoliopsida",NA,"Heterosperma pinnatum",3114386
"535","Pethodon sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","sowbug",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","Neotoma spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"538","Neotoma sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"539","Neotoma",94,"EXACT",FALSE,2438433,"Neotoma Say & Ord, 1825","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,NA,NA
"540","Neotoma",94,"HIGHERRANK",FALSE,2438433,"Neotoma Say & Ord, 1825","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,NA,NA
"541","Neotoma",94,"HIGHERRANK",FALSE,2438433,"Neotoma Say & Ord, 1825","GENUS","ACCEPTED","Animalia","Chordata","Rodentia","Cricetidae","Neotoma",1,44,359,1459,3240723,2438433,"Mammalia",NA,NA,NA
"542","yaupon berries",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"543","Homoptera Cicadidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"544","Cordia brevisptoata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"545","Forchhammeria watsonii",98,"EXACT",FALSE,7952033,"Forchhammeria watsonii Rose","SPECIES","ACCEPTED","Plantae","Tracheophyta","Brassicales","Stixaceae","Forchhammeria",6,7707728,220,7225535,4087083,3054278,"Magnoliopsida",NA,"Forchhammeria watsonii",7952033
"546","Hemiptera Lygaeidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"547","Pachycereus pringles",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"548","Hemiptera Penatatomidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"549","Sceloporus magister",98,"EXACT",FALSE,2451393,"Sceloporus magister Hallowell, 1854","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Sceloporus",1,44,358,715,5016,2451143,"Reptilia",NA,"Sceloporus magister",2451393
"550","Sceloporus magister",98,"EXACT",FALSE,2451393,"Sceloporus magister Hallowell, 1854","SPECIES","ACCEPTED","Animalia","Chordata","Squamata","Phrynosomatidae","Sceloporus",1,44,358,715,5016,2451143,"Reptilia",NA,"Sceloporus magister",2451393
"551","Phalacrocarax sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552","Orthoptera Phasmatidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"553","Phorandendron diguetianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"554","Randia megacarpa",98,"EXACT",TRUE,5339430,"Randia megacarpa Brandegee","SPECIES","SYNONYM","Plantae","Tracheophyta","Gentianales","Rubiaceae","Randia",6,7707728,220,412,8798,2911655,"Magnoliopsida",5339427,"Randia capitata",5339427
"555","Scorpiones (vejovidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"556","Solanaceae spp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"557","Solifugae",94,"EXACT",FALSE,756,"Solifugae","ORDER","ACCEPTED","Animalia","Arthropoda","Solifugae",NA,NA,1,54,367,756,NA,NA,"Arachnida",NA,NA,NA
"558","Hymenoptera Sphecidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559","Stenocereus gummosus",98,"EXACT",FALSE,7284729,"Stenocereus gummosus (Engelm.) A.C.Gibson & K.E.Horak","SPECIES","ACCEPTED","Plantae","Tracheophyta","Caryophyllales","Cactaceae","Stenocereus",6,7707728,220,422,2519,3084379,"Magnoliopsida",NA,"Stenocereus gummosus",7284729
"560","Stenocereus linurberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"561","Stenocerus thurberi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"562","Telostei",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"563","Toxostama lecontes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"564","Hymenoptera Vespidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"565","Larvas parasitas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"566","Manilkara",94,"EXACT",FALSE,2885024,"Manilkara Adans.","GENUS","ACCEPTED","Plantae","Tracheophyta","Ericales","Sapotaceae","Manilkara",6,7707728,220,1353,8802,2885024,"Magnoliopsida",NA,NA,NA
"567","Odonata",94,"EXACT",FALSE,789,"Odonata","ORDER","ACCEPTED","Animalia","Arthropoda","Odonata",NA,NA,1,54,216,789,NA,NA,"Insecta",NA,NA,NA
"568","Odonata",94,"EXACT",FALSE,789,"Odonata","ORDER","ACCEPTED","Animalia","Arthropoda","Odonata",NA,NA,1,54,216,789,NA,NA,"Insecta",NA,NA,NA
"569","Pasiflora",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"570","Sesanum indicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"571","Solanum sp.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
